size,bytes,usage,minrelaytxfee
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
0,0,0,0.000010000
126,24202,132208,0.000010000
212,40667,224016,0.000010000
230,44113,242160,0.000010000
351,67277,374368,0.000010000
461,88341,485248,0.000010000
566,108458,611568,0.000010000
644,123389,690192,0.000010000
726,139090,772848,0.000010000
778,149043,825264,0.000010000
851,163024,898848,0.000010000
942,180446,990576,0.000010000
1041,199406,1131328,0.000010000
1073,205536,1163584,0.000010000
1173,224681,1264384,0.000010000
1237,236943,1328896,0.000010000
1336,255897,1428688,0.000010000
1393,266802,1486144,0.000010000
1433,274460,1526464,0.000010000
1524,291893,1618192,0.000010000
1549,296684,1643392,0.000010000
1636,313347,1731088,0.000010000
1705,326556,1800640,0.000010000
1742,333647,1837936,0.000010000
1823,349162,1919584,0.000010000
1869,357979,1965952,0.000010000
1945,372531,2042560,0.000010000
1981,379417,2078848,0.000010000
2056,393781,2236368,0.000010000
2105,403163,2285760,0.000010000
2153,412356,2334144,0.000010000
2222,425566,2403696,0.000010000
2253,431504,2434944,0.000010000
2307,441843,2489376,0.000010000
2351,450263,2533728,0.000010000
2367,453326,2549856,0.000010000
2446,468446,2629488,0.000010000
2510,480697,2694000,0.000010000
2565,491226,2749440,0.000010000
2589,495824,2773632,0.000010000
2668,510947,2853264,0.000010000
2694,515926,2879472,0.000010000
2747,526075,2932896,0.000010000
2790,534303,2976240,0.000010000
2804,536984,2990352,0.000010000
2905,556319,3092160,0.000010000
2961,567032,3148608,0.000010000
2993,573158,3180864,0.000010000
3027,579671,3215136,0.000010000
3078,589713,3267824,0.000010000
3105,595804,3299360,0.000010000
3174,611360,3379952,0.000010000
3201,617449,3411488,0.000010000
3246,627597,3464048,0.000010000
3308,641577,3536464,0.000010000
3343,649466,3577344,0.000010000
3377,657096,3616896,0.000010000
3418,666337,3664784,0.000010000
3465,676926,3719680,0.000010000
3514,687975,3776912,0.000010000
3553,696767,3822464,0.000010000
3585,703983,3859840,0.000010000
3602,707811,3879696,0.000010000
3675,724270,3964960,0.000010000
3713,732835,4009344,0.000010000
3763,744111,4067744,0.000010000
3785,749040,4093280,0.000010000
3818,756484,4131824,0.000010000
3889,772502,4214752,0.000010000
3895,773854,4221760,0.000010000
3958,788060,4295344,0.000010000
3969,790541,4308192,0.000010000
4015,800911,4361920,0.000010000
4045,807672,4396960,0.000010000
4102,820525,4627376,0.000010000
4159,833382,4693952,0.000010000
4193,841053,4733664,0.000010000
4235,850525,4782720,0.000010000
4275,859544,4829440,0.000010000
4315,868564,4876160,0.000010000
4364,879577,4933232,0.000010000
4387,884765,4960096,0.000010000
4450,898978,5033680,0.000010000
4488,907544,5078064,0.000010000
4491,908219,5081568,0.000010000
4562,924226,5164496,0.000010000
4619,937074,5231072,0.000010000
4667,947889,5287136,0.000010000
4706,956680,5332688,0.000010000
4746,965698,5379408,0.000010000
4801,978099,5443648,0.000010000
4846,988242,5496208,0.000010000
4888,997682,5545104,0.000010000
4923,1005570,5585984,0.000010000
4954,1012563,5622192,0.000010000
5001,1023156,5677088,0.000010000
5047,1033533,5730816,0.000010000
5110,1047739,5804400,0.000010000
5140,1054505,5839440,0.000010000
5195,1066907,5903680,0.000010000
5233,1075437,5947904,0.000010000
5264,1082431,5984112,0.000010000
5318,1094605,6047184,0.000010000
5345,1100691,6078720,0.000010000
5381,1108812,6120768,0.000010000
5429,1119641,6176832,0.000010000
5450,1124375,6201360,0.000010000
5523,1140837,6286624,0.000010000
5564,1150089,6334512,0.000010000
5601,1158428,6377728,0.000010000
5620,1162712,6399920,0.000010000
5649,1169250,6433792,0.000010000
5708,1182557,6502704,0.000010000
5753,1192705,6555264,0.000010000
5784,1199692,6591472,0.000010000
5840,1212321,6656880,0.000010000
5856,1215929,6675568,0.000010000
5912,1228520,6740816,0.000010000
5951,1237315,6786368,0.000010000
6002,1248817,6845936,0.000010000
6042,1257837,6892656,0.000010000
6092,1269114,6951056,0.000010000
6135,1278810,7001280,0.000010000
5870,1228983,6717104,0.000010000
5894,1234392,6744880,0.000010000
5954,1247922,6814576,0.000010000
5995,1257164,6862208,0.000010000
6027,1264340,6895456,0.000010000
6076,1275390,6946416,0.000010000
6122,1285761,6995280,0.000010000
6145,1290946,7022144,0.000010000
6201,1303575,7087552,0.000010000
6219,1307634,7108576,0.000010000
6278,1320936,7177488,0.000010000
6345,1336048,7255744,0.000010000
5416,1158361,6259472,0.000010000
5478,1172341,6331888,0.000010000
5497,1176622,6354080,0.000010000
5544,1187219,6408976,0.000010000
5544,1187219,6408976,0.000010000
5556,1189928,6422992,0.000010000
5613,1202751,6482240,0.000010000
5641,1209063,6511360,0.000010000
5701,1222593,6573760,0.000010000
5749,1233417,6623680,0.000010000
5787,1241987,6663200,0.000010000
5834,1252580,6712080,0.000010000
5123,1117880,5946464,0.000010000
5175,1129602,6003232,0.000010000
5223,1140428,6053152,0.000010000
5242,1144713,6072912,0.000010000
5260,1148742,6091600,0.000010000
5260,1148742,6091600,0.000010000
5334,1165424,6168560,0.000010000
5354,1169933,6189360,0.000010000
5430,1187072,6268400,0.000010000
5476,1197449,6316240,0.000010000
5522,1207826,6364080,0.000010000
5565,1217521,6408800,0.000010000
4966,1103894,5764272,0.000010000
5000,1111557,5799632,0.000010000
5069,1127109,5878176,0.000010000
5099,1133874,5913216,0.000010000
5153,1146056,5976288,0.000010000
5176,1151241,6003152,0.000010000
5187,1153685,6014560,0.000010000
5210,1158868,6038480,0.000010000
5237,1164954,6066560,0.000010000
5326,1185024,6159120,0.000010000
5350,1190440,6184080,0.000010000
5401,1201943,6237120,0.000010000
4894,1103176,5682608,0.000010000
4945,1114679,5736928,0.000010000
4945,1114679,5736928,0.000010000
4981,1122767,5774848,0.000010000
5006,1128405,5801232,0.000010000
5088,1146901,5886512,0.000010000
5124,1155015,5923952,0.000010000
5176,1166742,5978672,0.000010000
5212,1174861,6020720,0.000010000
5247,1182756,6061600,0.000010000
5304,1195608,6128176,0.000010000
5338,1203275,6167888,0.000010000
4870,1097803,5643952,0.000010000
4870,1097803,5643952,0.000010000
4951,1116075,5737408,0.000010000
4961,1118332,5748832,0.000010000
4994,1125734,5783888,0.000010000
5014,1130243,5804688,0.000010000
5068,1142420,5860848,0.000010000
5111,1152118,5905568,0.000010000
5148,1160452,5945712,0.000010000
5199,1171952,6005280,0.000010000
5244,1182100,6057840,0.000010000
4794,1080657,5553776,0.000010000
4830,1088771,5595824,0.000010000
4884,1100941,5658896,0.000010000
4911,1107031,5690432,0.000010000
4956,1117184,5742992,0.000010000
4988,1124402,5780368,0.000010000
5002,1127526,5795664,0.000010000
5057,1139932,5852864,0.000010000
5083,1145792,5879904,0.000010000
5133,1157070,5931904,0.000010000
5183,1168343,5987616,0.000010000
5220,1176682,6030832,0.000010000
4765,1074118,5521696,0.000010000
4799,1081782,5561408,0.000010000
4842,1091479,5611632,0.000010000
4883,1100723,5659520,0.000010000
4883,1100723,5659520,0.000010000
4946,1114936,5733104,0.000010000
4976,1121667,5764272,0.000010000
5010,1129334,5799632,0.000010000
5063,1141286,5856288,0.000010000
5100,1149628,5894768,0.000010000
5169,1165184,5969984,0.000010000
5169,1165184,5969984,0.000010000
4734,1067140,5484336,0.000010000
4766,1074355,5521712,0.000010000
4815,1085409,5578944,0.000010000
4850,1093299,5619824,0.000010000
4887,1101641,5663040,0.000010000
4926,1110428,5708592,0.000010000
4974,1121256,5764656,0.000010000
5006,1128475,5802032,0.000010000
5045,1137268,5847584,0.000010000
5106,1151025,5918832,0.000010000
5109,1151703,5922336,0.000010000
5150,1160914,5964944,0.000010000
4710,1061724,5465136,0.000010000
4751,1070974,5507776,0.000010000
4752,1071166,5508784,0.000010000
4794,1080638,5552464,0.000010000
4811,1084469,5570144,0.000010000
4889,1102060,5651264,0.000010000
4922,1109501,5685584,0.000010000
4976,1121671,5744304,0.000010000
5016,1130691,5791024,0.000010000
5042,1136555,5821392,0.000010000
5091,1147600,5878624,0.000010000
5107,1151209,5897312,0.000010000
5146,1160006,5942864,0.000010000
4686,1056310,5427888,0.000010000
4707,1061043,5452416,0.000010000
4755,1071863,5508480,0.000010000
4782,1077959,5540016,0.000010000
4840,1091044,5607760,0.000010000
4855,1094428,5625280,0.000010000
4855,1094428,5625280,0.000010000
4949,1115589,5729408,0.000010000
4974,1121225,5755408,0.000010000
5007,1128663,5789728,0.000010000
5064,1141518,5849008,0.000010000
5103,1150315,5892512,0.000010000
4646,1047312,5376816,0.000010000
4732,1066699,5477008,0.000010000
4775,1076391,5527104,0.000010000
4791,1079964,5544480,0.000010000
4825,1087628,5579840,0.000010000
4869,1097544,5625600,0.000010000
4924,1109946,5683312,0.000010000
4943,1114234,5705504,0.000010000
4983,1123254,5752224,0.000010000
5038,1135653,5816464,0.000010000
5067,1142192,5850336,0.000010000
4688,1056769,5454544,0.000010000
4704,1060377,5473232,0.000010000
4744,1069396,5519952,0.000010000
4802,1082472,5587184,0.000010000
4830,1088789,5619760,0.000010000
4876,1099159,5672848,0.000010000
4905,1105698,5706464,0.000010000
4905,1105698,5706464,0.000010000
4933,1111977,5739008,0.000010000
5007,1128660,5815968,0.000010000
5050,1138353,5860688,0.000010000
5085,1146249,5897088,0.000010000
4673,1053370,5468512,0.000010000
4732,1066668,5531152,0.000010000
4755,1071826,5555040,0.000010000
4788,1079263,5589360,0.000010000
4819,1086250,5621600,0.000010000
4856,1094586,5660080,0.000010000
4897,1103831,5702720,0.000010000
4954,1116679,5762000,0.000010000
4986,1123893,5795280,0.000010000
5038,1135615,5849360,0.000010000
5080,1145084,5893040,0.000010000
5130,1156357,5945040,0.000010000
4703,1060111,5487808,0.000010000
4746,1069810,5532528,0.000010000
4787,1079054,5575168,0.000010000
4825,1087621,5614688,0.000010000
4857,1094840,5651040,0.000010000
4898,1104052,5694160,0.000010000
4929,1111048,5726400,0.000010000
4935,1112400,5732640,0.000010000
5005,1128185,5805440,0.000010000
5044,1136974,5846000,0.000010000
5108,1151403,5912560,0.000010000
5128,1155914,5933360,0.000010000
5169,1165154,5976000,0.000010000
4713,1062349,5481440,0.000010000
4781,1077648,5557120,0.000010000
4799,1081706,5575840,0.000010000
4827,1088020,5604960,0.000010000
4873,1098391,5652800,0.000010000
4909,1106511,5690240,0.000010000
4956,1117114,5739120,0.000010000
5010,1129290,5795280,0.000010000
5023,1132222,5808800,0.000010000
5092,1147776,5880560,0.000010000
5138,1158154,5932752,0.000010000
5146,1159958,5942096,0.000010000
4710,1061682,5447856,0.000010000
4796,1081065,5547280,0.000010000
4842,1091440,5600752,0.000010000
4882,1100459,5647216,0.000010000
4925,1110154,5697440,0.000010000
4950,1115755,5726480,0.000010000
4960,1118010,5736880,0.000010000
5021,1131766,5800320,0.000010000
5043,1136732,5823200,0.000010000
5108,1151388,5897584,0.000010000
5125,1155224,5917440,0.000010000
4705,1060552,5443552,0.000010000
4742,1068891,5486768,0.000010000
4790,1079681,5540112,0.000010000
4816,1085547,5567152,0.000010000
4849,1092990,5601472,0.000010000
4895,1103362,5649312,0.000010000
4924,1109898,5682544,0.000010000
4966,1119368,5731600,0.000010000
4984,1123427,5752624,0.000010000
5032,1134247,5808688,0.000010000
5091,1147549,5877600,0.000010000
5108,1151382,5897456,0.000010000
4668,1052202,5403024,0.000010000
4697,1058738,5436896,0.000010000
4752,1071143,5499216,0.000010000
4799,1081743,5551040,0.000010000
4822,1086931,5576368,0.000010000
4892,1102712,5654416,0.000010000
4911,1106998,5675840,0.000010000
4944,1114403,5712688,0.000010000
4972,1120719,5742064,0.000010000
4972,1120719,5742064,0.000010000
5039,1135823,5819040,0.000010000
5103,1150259,5893792,0.000010000
4697,1058740,5436256,0.000010000
4697,1058740,5436256,0.000010000
4761,1073173,5511008,0.000010000
4818,1086023,5577584,0.000010000
4818,1086023,5577584,0.000010000
4820,1086439,5579760,0.000010000
4903,1105151,5666080,0.000010000
4944,1114390,5708720,0.000010000
4962,1118449,5727440,0.000010000
5033,1134462,5809600,0.000010000
5072,1143259,5855152,0.000010000
5111,1152053,5900704,0.000010000
4665,1051522,5403744,0.000010000
4693,1057838,5436448,0.000010000
4764,1073846,5519376,0.000010000
4779,1077194,5536736,0.000010000
4822,1086890,5581456,0.000010000
4858,1095010,5618896,0.000010000
4892,1102678,5654256,0.000010000
4920,1108998,5683376,0.000010000
4958,1117564,5722896,0.000010000
5002,1127487,5773264,0.000010000
5062,1141011,5843344,0.000010000
5113,1152510,5902912,0.000010000
4693,1057823,5439008,0.000010000
4743,1069097,5497408,0.000010000
4770,1075185,5528944,0.000010000
4826,1087810,5594352,0.000010000
4826,1087810,5594352,0.000010000
4861,1095667,5630720,0.000010000
4900,1104463,5671280,0.000010000
4968,1119798,5742000,0.000010000
5002,1127458,5777360,0.000010000
5032,1134222,5808560,0.000010000
5104,1150455,5892272,0.000010000
4637,1045202,5365280,0.000010000
4685,1056021,5420960,0.000010000
4747,1070001,5493120,0.000010000
4778,1076992,5529200,0.000010000
4835,1089853,5595648,0.000010000
4856,1094585,5620048,0.000010000
4864,1096355,5628848,0.000010000
4898,1104019,5664208,0.000010000
4960,1117998,5728688,0.000010000
5017,1130847,5790528,0.000010000
5032,1134228,5808048,0.000010000
5090,1147310,5875792,0.000010000
5100,1149567,5887472,0.000010000
4680,1054899,5433552,0.000010000
4680,1054899,5433552,0.000010000
4747,1070013,5510400,0.000010000
4747,1070013,5510400,0.000010000
4793,1080352,5559488,0.000010000
4819,1086214,5586528,0.000010000
4883,1100652,5653088,0.000010000
4926,1110346,5697808,0.000010000
4969,1120041,5742528,0.000010000
4994,1125682,5768528,0.000010000
5063,1141245,5844256,0.000010000
5086,1146434,5871120,0.000010000
4674,1053596,5450352,0.000010000
4705,1060584,5486432,0.000010000
4749,1070504,5537824,0.000010000
4761,1073175,5550656,0.000010000
4806,1083321,5597456,0.000010000
4856,1094593,5649456,0.000010000
4899,1104283,5694176,0.000010000
4932,1111720,5728496,0.000010000
4980,1122547,5778416,0.000010000
5017,1130888,5816896,0.000010000
5049,1138103,5850176,0.000010000
4627,1042978,5406208,0.000010000
4665,1051545,5445728,0.000010000
4698,1058990,5480304,0.000010000
4743,1069133,5527360,0.000010000
4775,1076316,5560608,0.000010000
4798,1081503,5584528,0.000010000
4838,1090513,5626128,0.000010000
4870,1097728,5659408,0.000010000
4937,1112838,5729088,0.000010000
4953,1116448,5745728,0.000010000
5013,1129977,5808128,0.000010000
5056,1139672,5852848,0.000010000
4605,1038008,5370400,0.000010000
4666,1051765,5433840,0.000010000
4694,1058078,5462960,0.000010000
4743,1069129,5519936,0.000010000
4773,1075894,5554336,0.000010000
4827,1088073,5616000,0.000010000
4829,1088491,5618176,0.000010000
4829,1088491,5618176,0.000010000
4902,1104957,5694096,0.000010000
4945,1114655,5738816,0.000010000
5002,1127505,5798096,0.000010000
5033,1134502,5830336,0.000010000
4607,1038479,5345344,0.000010000
4657,1049749,5397344,0.000010000
4684,1055835,5425424,0.000010000
4723,1064633,5465984,0.000010000
4788,1079295,5540368,0.000010000
4815,1085386,5571392,0.000010000
4829,1088543,5587104,0.000010000
4879,1099821,5644736,0.000010000
4921,1109294,5688416,0.000010000
4921,1109294,5688416,0.000010000
4993,1125531,5763296,0.000010000
5037,1135460,5814432,0.000010000
4622,1041928,5348432,0.000010000
4674,1053657,5409168,0.000010000
4723,1064708,5465632,0.000010000
4723,1064708,5465632,0.000010000
4777,1076889,5526528,0.000010000
4825,1087715,5581440,0.000010000
4845,1092224,5604544,0.000010000
4854,1094217,5614640,0.000010000
4951,1116088,5727168,0.000010000
5007,1128717,5792448,0.000010000
5022,1132070,5808144,0.000010000
5064,1141540,5851824,0.000010000
4637,1045288,5362080,0.000010000
4669,1052505,5397920,0.000010000
4703,1060170,5437632,0.000010000
4746,1069829,5487696,0.000010000
4760,1072984,5502256,0.000010000
4796,1081106,5539696,0.000010000
4835,1089899,5580256,0.000010000
4840,1091024,5586096,0.000010000
4871,1098017,5619104,0.000010000
4871,1098017,5619104,0.000010000
4956,1117179,5718384,0.000010000
4976,1121692,5741744,0.000010000
4556,1027024,5274896,0.000010000
4573,1030858,5294752,0.000010000
4586,1033791,5309936,0.000010000
4629,1043453,5355648,0.000010000
4644,1046836,5371632,0.000010000
4722,1064423,5459792,0.000010000
4737,1067809,5476032,0.000010000
4788,1079310,5531888,0.000010000
4795,1080889,5540064,0.000010000
4795,1080889,5540064,0.000010000
4843,1091712,5596128,0.000010000
4854,1094190,5608976,0.000010000
4425,997487,5137120,0.000010000
4446,1002220,5161648,0.000010000
4473,1008307,5193184,0.000010000
4493,1012815,5216160,0.000010000
4588,1034233,5324816,0.000010000
4670,1052695,5416080,0.000010000
4716,1063070,5464432,0.000010000
4763,1073671,5514592,0.000010000
4827,1088105,5581664,0.000010000
4874,1098703,5630544,0.000010000
4912,1107276,5671216,0.000010000
4935,1112461,5695136,0.000010000
4493,1012844,5206432,0.000010000
4529,1020961,5248480,0.000010000
4553,1026370,5276512,0.000010000
4605,1038094,5337248,0.000010000
4665,1051628,5407328,0.000010000
4670,1052755,5413168,0.000010000
4718,1063575,5469232,0.000010000
4720,1064025,5471568,0.000010000
4785,1078649,5540672,0.000010000
4832,1089245,5590064,0.000010000
4881,1100288,5641536,0.000010000
4914,1107727,5676368,0.000010000
4512,1017117,5227472,0.000010000
4546,1024783,5266672,0.000010000
4556,1027036,5278224,0.000010000
4599,1036731,5328064,0.000010000
4637,1045302,5371680,0.000010000
4677,1054289,5415936,0.000010000
4719,1063757,5461280,0.000010000
4719,1063757,5461280,0.000010000
4778,1077064,5522896,0.000010000
4794,1080671,5539792,0.000010000
4803,1082702,5549152,0.000010000
4823,1087208,5571360,0.000010000
4849,1093068,5598784,0.000010000
4855,1094422,5605024,0.000010000
4860,1095552,5610480,0.000010000
4863,1096228,5613984,0.000010000
4875,1098933,5628000,0.000010000
4883,1100738,5637344,0.000010000
4899,1104348,5655776,0.000010000
4905,1105703,5662656,0.000010000
4946,1114950,5710032,0.000010000
4963,1118785,5729376,0.000010000
4972,1120814,5739632,0.000010000
4979,1122392,5747808,0.000010000
4539,1023187,5267968,0.000010000
4559,1027697,5290560,0.000010000
4566,1029272,5298352,0.000010000
4575,1031304,5308224,0.000010000
4588,1034239,5322256,0.000010000
4597,1036266,5332512,0.000010000
4605,1038068,5341856,0.000010000
4608,1038743,5345360,0.000010000
4623,1042127,5362880,0.000010000
4629,1043483,5369888,0.000010000
4637,1045289,5379232,0.000010000
4640,1045964,5382736,0.000010000
4648,1047764,5392080,0.000010000
4660,1050468,5405968,0.000010000
4204,947700,4925104,0.000010000
4210,949054,4932112,0.000010000
4251,958300,4979616,0.000010000
4262,960778,4992464,0.000010000
4273,963259,5005184,0.000010000
4283,965513,5016864,0.000010000
4288,966639,5022704,0.000010000
4295,968214,5030880,0.000010000
3828,862949,4380848,0.000010000
3841,865883,4396032,0.000010000
3856,869264,4413296,0.000010000
3869,872196,4428480,0.000010000
3876,873775,4436400,0.000010000
3900,879187,4463024,0.000010000
3931,886184,4497696,0.000010000
3942,888667,4510032,0.000010000
3979,897014,4550176,0.000010000
3995,900616,4567840,0.000010000
4004,902644,4577712,0.000010000
4008,903545,4582000,0.000010000
4022,906700,4597328,0.000010000
4033,909179,4609664,0.000010000
4057,914587,4636672,0.000010000
3656,824183,4206608,0.000010000
3664,825985,4215440,0.000010000
3717,837899,4271552,0.000010000
3729,840607,4284032,0.000010000
3741,843314,4296512,0.000010000
3761,847823,4317312,0.000010000
3778,851652,4334992,0.000010000
3787,853685,4344352,0.000010000
3795,855488,4352672,0.000010000
3845,866746,4404672,0.000010000
3854,868776,4414032,0.000010000
3865,871259,4425472,0.000010000
3879,874415,4440032,0.000010000
3428,772703,3937712,0.000010000
3455,778786,3965792,0.000010000
3465,781040,3976192,0.000010000
3481,784650,3992832,0.000010000
3510,791199,4022992,0.000010000
3558,802017,4072912,0.000010000
3573,805395,4088512,0.000010000
3584,807876,4099952,0.000010000
3620,815993,4137392,0.000010000
3631,818475,4148832,0.000010000
3203,721983,3662912,0.000010000
3209,723333,3669152,0.000010000
3218,725358,3678512,0.000010000
3237,729637,3698272,0.000010000
3273,737760,3735712,0.000010000
3286,740698,3749232,0.000010000
3295,742729,3758592,0.000010000
3307,745433,3771072,0.000010000
3317,747684,3781472,0.000010000
3325,749491,3789792,0.000010000
3340,752869,3805904,0.000010000
3349,754894,3816032,0.000010000
3372,760078,3841360,0.000010000
2939,662478,3361632,0.000010000
2952,665410,3376048,0.000010000
2961,667441,3385536,0.000010000
3124,704176,3565264,0.000010000
3133,706204,3574880,0.000010000
3139,707557,3581120,0.000010000
3159,712075,3602816,0.000010000
3166,713654,3610608,0.000010000
2731,615607,3123296,0.000010000
2741,617863,3134464,0.000010000
2774,625307,3169424,0.000010000
2782,627109,3178256,0.000010000
2808,632973,3206448,0.000010000
2845,641311,3246080,0.000010000
2921,658435,3329344,0.000010000
2947,664300,3359072,0.000010000
2961,667451,3373632,0.000010000
2973,670158,3386112,0.000010000
2984,672644,3397552,0.000010000
2990,673998,3403792,0.000010000
3003,676930,3418080,0.000010000
3010,678507,3425488,0.000010000
3017,680086,3432768,0.000010000
3026,682117,3442256,0.000010000
2109,475419,2431296,0.000010000
2124,478800,2447024,0.000010000
2176,490527,2501232,0.000010000
2192,494131,2517872,0.000010000
2210,498186,2536592,0.000010000
2230,502695,2557392,0.000010000
2256,508555,2584816,0.000010000
2267,511036,2596384,0.000010000
2288,515772,2618736,0.000010000
2293,516898,2623936,0.000010000
2303,519153,2634336,0.000010000
1867,420859,2072768,0.000010000
1874,422440,2080304,0.000010000
1883,424473,2089664,0.000010000
1916,431921,2123984,0.000010000
1928,434629,2136592,0.000010000
1940,437333,2149456,0.000010000
1954,440485,2164272,0.000010000
1967,443420,2178048,0.000010000
2012,453567,2225104,0.000010000
2025,456459,2238720,0.000010000
